Age,Sex,Race,Marital status,Education,Employment,Incomes,Number of books read,Printed books?,Audiobooks?,E-books?,Source of the last book read,Daily news/newspapers reader?,Magazines/Journals reader?
22,Female,White,Never been married,College,Employed full-time,$100k-150k,50,Yes,Yes,No,Borrowed from others,No,No
20,Female,White,Never been married,Some college,Employed part-time,$100k-150k,50,Yes,No,Yes,Purchased,Yes,Yes
19,Female,White,Never been married,Some college,Employed part-time,$50k-75k,50,Yes,No,No,Borrowed from library,No,Yes
19,Female,White,Living with a partner,High school,Employed part-time,$100k-150k,50,Yes,No,Yes,Borrowed from others,Yes,Yes
19,Male,White,Never been married,Some high school,Unemployed,$100k-150k,50,Yes,No,Yes,Other sources,Yes,No
17,Male,White,Never been married,Some high school,Employed part-time,$50k-75k,50,Yes,No,No,Purchased,No,Yes
16,Male,White,Never been married,Some high school,Unemployed,$10k-20k,50,Yes,No,No,Other sources,No,No
67,Female,White,Divorced,Some college,Retired,$40k-50k,48,Yes,Yes,No,Purchased,Yes,No
55,Female,White,Married,Some college,Employed full-time,$100k-150k,48,Yes,Yes,Yes,Purchased,Yes,No
47,Female,White,Living with a partner,High school,Self-employed,$40k-50k,48,Yes,No,No,Purchased,No,No
23,Male,Other,Never been married,Some college,Unemployed,$20k-30k,47,Yes,No,Yes,Other sources,No,Yes
46,Male,White,Married,College,Employed full-time,$100k-150k,47,Yes,No,Yes,Other sources,Yes,Yes
27,Female,Black/African-American,Never been married,High school,Employed full-time,<$10k,45,Yes,No,No,Purchased,Yes,Yes
22,Female,Black/African-American,Never been married,Some college,Employed full-time,$10k-20k,45,Yes,No,Yes,Purchased,No,Yes
70,Male,White,Widowed,High school,Retired,$20k-30k,45,Yes,Yes,No,Purchased,Yes,Yes
67,Male,White,Married,College,Employed part-time,$40k-50k,45,Yes,Yes,No,Borrowed from others,Yes,Yes
38,Male,White,Married,College,Employed full-time,$100k-150k,45,Yes,No,Yes,Borrowed from library,Yes,Yes
18,Female,White,Never been married,Some high school,Employed part-time,$10k-20k,45,Yes,No,No,Purchased,Yes,Yes
17,Male,White,Never been married,Some high school,Unemployed,$50k-75k,45,Yes,Yes,Yes,Other sources,Yes,Yes
59,Male,White,Married,High school,Employed full-time,$30k-40k,43,Yes,No,No,Purchased,Yes,No
27,Male,White,Married,College,Employed full-time,$50k-75k,42,Yes,Yes,No,Purchased,Yes,Yes
21,Male,Asian/Pacific Islander,Never been married,Some college,Employed full-time,<$10k,40,Yes,No,No,Purchased,No,No
23,Female,Black/African-American,Living with a partner,High school,Unemployed,$20k-30k,40,No,No,No,Purchased,Yes,Yes
19,Male,Black/African-American,Never been married,Some college,Employed part-time,$50k-75k,40,Yes,No,No,Borrowed from others,No,Yes
83,Male,White,Married,Some high school,Retired,$50k-75k,40,Yes,No,No,Borrowed from others,Yes,Yes
74,Female,White,Married,Some college,Employed part-time,$30k-40k,40,Yes,No,Yes,Other sources,Yes,Yes
69,Male,White,Widowed,Post-graduate,Retired,$50k-75k,40,Yes,Yes,Yes,Other sources,Yes,Yes
68,Male,White,Married,Post-graduate,Retired,$100k-150k,40,No,Yes,No,Purchased,No,No
68,Female,White,Married,Some college,Retired,$40k-50k,40,Yes,No,No,Borrowed from others,Yes,No
66,Male,White,Married,Post-graduate,Retired,$100k-150k,40,Yes,No,Yes,Purchased,Yes,Yes
63,Female,White,Married,High school,Retired,$30k-40k,40,Yes,No,Yes,Borrowed from library,No,No
63,Female,White,Widowed,Some college,Employed full-time,$50k-75k,40,Yes,No,Yes,Purchased,Yes,No
63,Female,White,Married,Some college,Employed full-time,$50k-75k,40,Yes,No,Yes,Borrowed from others,Yes,Yes
63,Male,White,Married,Some college,Employed full-time,$100k-150k,40,Yes,No,No,Purchased,No,No
62,Male,White,Married,College,Retired,$75k-100k,40,Yes,Yes,Yes,Purchased,Yes,Yes
60,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,40,Yes,Yes,Yes,Purchased,Yes,No
58,Female,White,Married,Post-graduate,Retired,$100k-150k,40,Yes,No,No,Purchased,Yes,Yes
57,Male,White,Single,High school,Unemployed,$100k-150k,40,No,No,No,Purchased,No,Yes
55,Female,White,Married,Post-graduate,Employed full-time,$50k-75k,40,Yes,Yes,Yes,Borrowed from library,Yes,Yes
54,Female,White,Married,Some college,Unemployed,$100k-150k,40,Yes,Yes,Yes,Borrowed from others,Yes,Yes
54,Male,White,Married,High school,Employed full-time,$100k-150k,40,Yes,No,Yes,Borrowed from others,No,Yes
54,Female,White,Married,Some college,Employed part-time,$75k-100k,40,Yes,No,Yes,Purchased,Yes,Yes
54,Female,White,Married,College,Employed full-time,$100k-150k,40,Yes,No,Yes,Borrowed from others,Yes,Yes
53,Female,White,Married,College,Employed full-time,$100k-150k,40,Yes,No,Yes,Other sources,Yes,Yes
52,Female,White,Divorced,High school,Unemployed,<$10k,40,No,No,No,Purchased,Yes,No
50,Male,White,Separated,Some college,Employed full-time,$75k-100k,40,Yes,No,Yes,Borrowed from library,Yes,Yes
49,Male,White,Married,Some college,Employed full-time,$75k-100k,40,Yes,No,Yes,Purchased,Yes,No
47,Female,White,Married,Some college,Employed full-time,$30k-40k,40,Yes,No,No,Other sources,Yes,No
46,Male,White,Living with a partner,College,Employed full-time,$100k-150k,40,Yes,Yes,Yes,Purchased,Yes,Yes
45,Male,White,Married,Some college,Employed full-time,$50k-75k,40,No,No,Yes,Purchased,Yes,No
41,Male,White,Married,Some college,Employed full-time,$50k-75k,40,Yes,No,No,Borrowed from library,Yes,No
39,Male,White,Married,College,Employed full-time,$100k-150k,40,Yes,No,Yes,Other sources,Yes,Yes
37,Male,White,Married,Some college,Employed full-time,$50k-75k,40,Yes,No,Yes,Other sources,No,Yes
35,Male,White,Married,College,Unemployed,$20k-30k,40,Yes,No,Yes,Purchased,Yes,No
35,Male,White,Married,Some college,Employed full-time,$100k-150k,40,Yes,No,Yes,Borrowed from others,No,Yes
34,Female,White,Living with a partner,Post-graduate,Employed full-time,$75k-100k,40,Yes,No,No,Other sources,Yes,Yes
33,Female,White,Married,College,Unemployed,$75k-100k,40,Yes,No,Yes,Borrowed from library,No,Yes
32,Male,White,Never been married,Some college,Employed full-time,$50k-75k,40,Yes,Yes,Yes,Borrowed from others,No,No
29,Male,White,Married,High school,Employed full-time,$50k-75k,40,Yes,No,No,Other sources,Yes,Yes
23,Male,White,Never been married,Post-graduate,Employed full-time,$50k-75k,40,Yes,No,Yes,Purchased,No,Yes
22,Male,White,Never been married,Some college,Employed full-time,$75k-100k,40,Yes,No,No,Other sources,Yes,Yes
20,Male,White,Never been married,Some college,Employed part-time,$10k-20k,40,Yes,No,No,Borrowed from others,Yes,Yes
19,Female,White,Never been married,Some college,Employed part-time,$50k-75k,40,Yes,No,No,Purchased,Yes,No
16,Female,White,Never been married,Some high school,Unemployed,$75k-100k,40,Yes,Yes,No,Purchased,Yes,No
16,Male,White,Never been married,Some high school,Employed part-time,$40k-50k,40,Yes,No,Yes,Purchased,No,Yes
22,Male,Mixed race,Living with a partner,High school,Employed part-time,$40k-50k,38,Yes,Yes,Yes,Purchased,Yes,Yes
62,Female,White,Married,College,Other,$50k-75k,37,Yes,Yes,Yes,Purchased,No,No
20,Female,Black/African-American,Never been married,Some high school,Unemployed,$10k-20k,36,Yes,No,No,Other sources,No,No
86,Female,White,Married,High school,Retired,$100k-150k,36,Yes,No,No,Borrowed from library,Yes,Yes
77,Female,White,Widowed,Some college,Retired,$30k-40k,36,Yes,No,No,Borrowed from library,Yes,Yes
72,Female,White,Widowed,Some college,Retired,$50k-75k,36,Yes,No,No,Purchased,Yes,Yes
64,Female,White,Married,Some college,Employed full-time,$75k-100k,36,Yes,No,No,Borrowed from others,No,No
55,Female,White,Married,Some college,Disabled,$10k-20k,36,Yes,No,Yes,Purchased,No,Yes
52,Male,White,Divorced,Post-graduate,Retired,$20k-30k,36,Yes,No,No,Borrowed from library,Yes,Yes
42,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,36,No,No,Yes,Purchased,Yes,No
36,Female,White,Never been married,College,Unemployed,$50k-75k,36,Yes,Yes,Yes,Purchased,Yes,Yes
36,Female,White,Married,College,Unemployed,$100k-150k,36,Yes,Yes,Yes,Other sources,Yes,Yes
30,Male,White,Married,Some college,Employed full-time,$50k-75k,36,Yes,No,No,Purchased,No,No
29,Female,White,Never been married,Post-graduate,Unemployed,$30k-40k,36,Yes,Yes,No,Borrowed from others,Yes,No
17,Female,White,Never been married,Some high school,Unemployed,$50k-75k,36,Yes,No,No,Purchased,Yes,Yes
22,Male,Black/African-American,Never been married,Some college,Employed part-time,<$10k,35,Yes,No,No,Purchased,Yes,Yes
79,Male,White,Widowed,High school,Retired,$10k-20k,35,Yes,No,No,Borrowed from others,No,Yes
72,Female,White,Widowed,Post-graduate,Employed part-time,$75k-100k,35,Yes,Yes,No,Borrowed from library,Yes,Yes
71,Female,White,Divorced,Post-graduate,Employed part-time,$50k-75k,35,Yes,No,No,Borrowed from others,No,Yes
65,Female,White,Married,High school,Retired,$20k-30k,35,No,No,Yes,Purchased,No,No
62,Female,White,Married,College,Retired,$30k-40k,35,Yes,No,No,Purchased,No,Yes
58,Female,White,Married,College,Employed full-time,$100k-150k,35,Yes,No,Yes,Purchased,Yes,Yes
51,Female,White,Divorced,College,Employed full-time,$20k-30k,35,Yes,No,No,Borrowed from others,Yes,Yes
51,Male,White,Married,College,Employed full-time,$50k-75k,35,Yes,No,Yes,Borrowed from library,Yes,Yes
43,Female,White,Married,Some college,Employed full-time,$75k-100k,35,Yes,Yes,Yes,Purchased,Yes,Yes
42,Female,White,Married,College,Employed full-time,$100k-150k,35,Yes,No,Yes,Borrowed from others,Yes,No
39,Female,White,Married,Post-graduate,Unemployed,$40k-50k,35,Yes,No,Yes,Other sources,Yes,Yes
33,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,35,Yes,Yes,No,Purchased,Yes,Yes
24,Male,White,Never been married,Post-graduate,Employed full-time,$20k-30k,35,Yes,No,No,Borrowed from others,No,No
57,Female,White,Divorced,Some college,Disabled,$100k-150k,32,Yes,No,No,Borrowed from others,Yes,Yes
39,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,32,Yes,No,No,Purchased,Yes,Yes
28,Female,White,Married,Some college,Employed part-time,$10k-20k,32,Yes,No,No,Purchased,No,No
36,Female,Other,Never been married,Post-graduate,Employed full-time,$75k-100k,30,Yes,Yes,Yes,Purchased,No,No
25,Female,Other,Never been married,Some college,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
20,Male,Other,Never been married,College,Student,$20k-30k,30,Yes,No,Yes,Purchased,No,No
18,Female,Native American,Never been married,High school,Unemployed,$50k-75k,30,Yes,No,No,Purchased,Yes,No
72,Male,Mixed race,Divorced,Some college,Retired,$20k-30k,30,Yes,No,No,Purchased,Yes,No
54,Male,Mixed race,Married,Some college,Employed full-time,$100k-150k,30,Yes,Yes,Yes,Purchased,No,Yes
50,Female,Asian/Pacific Islander,Married,Some college,Unemployed,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
63,Female,Black/African-American,Widowed,Post-graduate,Retired,$50k-75k,30,Yes,Yes,Yes,Purchased,Yes,Yes
57,Female,Black/African-American,Never been married,High school,Employed full-time,$10k-20k,30,Yes,No,No,Borrowed from others,Yes,Yes
56,Female,Black/African-American,Divorced,Post-graduate,Employed full-time,$75k-100k,30,Yes,No,Yes,Purchased,Yes,Yes
52,Female,Black/African-American,Never been married,College,Unemployed,$40k-50k,30,Yes,No,No,Borrowed from library,No,Yes
42,Female,Black/African-American,Never been married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
29,Male,Black/African-American,Never been married,College,Employed full-time,$40k-50k,30,Yes,No,Yes,Purchased,No,No
29,Male,Black/African-American,Never been married,College,Employed part-time,$20k-30k,30,Yes,Yes,No,Purchased,Yes,Yes
23,Male,Black/African-American,Living with a partner,Some college,Unemployed,$20k-30k,30,Yes,No,No,Other sources,Yes,No
22,Male,Black/African-American,Never been married,High school,Employed part-time,$50k-75k,30,Yes,No,Yes,Other sources,No,No
20,Female,Black/African-American,Never been married,Some college,Unemployed,$20k-30k,30,Yes,Yes,No,Borrowed from library,Yes,No
20,Male,Black/African-American,Never been married,High school,Employed part-time,$20k-30k,30,Yes,No,Yes,Purchased,Yes,Yes
16,Female,Black/African-American,Never been married,Some high school,Student,$100k-150k,30,Yes,No,No,Borrowed from others,No,Yes
16,Male,Black/African-American,Never been married,Some high school,Employed part-time,$75k-100k,30,Yes,No,No,Borrowed from library,Yes,No
82,Male,White,Married,College,Retired,$75k-100k,30,Yes,No,Yes,Borrowed from others,Yes,Yes
77,Female,White,Married,High school,Retired,$10k-20k,30,Yes,No,Yes,Borrowed from others,Yes,Yes
72,Female,White,Widowed,Trade school,Retired,$20k-30k,30,Yes,No,No,Borrowed from others,Yes,No
71,Male,White,Married,College,Retired,$50k-75k,30,Yes,No,Yes,Purchased,Yes,Yes
71,Female,White,Married,Some college,Disabled,$10k-20k,30,Yes,No,No,Purchased,Yes,No
71,Female,White,Widowed,Some college,Retired,$20k-30k,30,Yes,Yes,No,Borrowed from library,Yes,Yes
70,Female,White,Married,Some college,Employed full-time,$30k-40k,30,Yes,No,No,Borrowed from library,Yes,Yes
67,Female,White,Married,Some high school,Retired,$30k-40k,30,Yes,No,No,Purchased,No,Yes
67,Female,White,Married,College,Retired,$75k-100k,30,Yes,No,No,Purchased,Yes,Yes
66,Female,White,Married,Some college,Retired,$75k-100k,30,Yes,Yes,Yes,Purchased,No,Yes
65,Female,White,Married,High school,Retired,$40k-50k,30,Yes,No,Yes,Purchased,Yes,Yes
63,Male,White,Divorced,Post-graduate,Retired,$75k-100k,30,Yes,Yes,No,Borrowed from others,Yes,Yes
62,Female,White,Divorced,Post-graduate,Retired,$50k-75k,30,Yes,No,No,Purchased,No,Yes
62,Male,White,Married,College,Employed full-time,$20k-30k,30,Yes,No,No,Purchased,No,Yes
61,Female,White,Married,Post-graduate,Retired,$50k-75k,30,Yes,No,Yes,Purchased,Yes,Yes
60,Male,White,Married,High school,Retired,$50k-75k,30,Yes,No,Yes,Purchased,Yes,No
60,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,30,Yes,No,No,Borrowed from others,Yes,Yes
59,Male,White,Married,College,Retired,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
58,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,No
57,Male,White,Married,Post-graduate,Retired,$100k-150k,30,Yes,No,No,Purchased,No,Yes
57,Female,White,Married,College,Employed full-time,$75k-100k,30,Yes,Yes,Yes,Purchased,Yes,Yes
57,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
56,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,Yes,Yes,Borrowed from library,Yes,Yes
55,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,Yes,Yes,Purchased,Yes,Yes
55,Male,White,Divorced,Some college,Retired,$50k-75k,30,Yes,Yes,Yes,Purchased,No,No
54,Female,White,Married,College,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
54,Female,White,Married,Post-graduate,Retired,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
54,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,No,Purchased,No,Yes
53,Female,White,Divorced,Trade school,Disabled,<$10k,30,Yes,No,No,Borrowed from others,No,No
52,Female,White,Divorced,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Other sources,No,No
51,Female,White,Married,High school,Employed full-time,$75k-100k,30,Yes,No,Yes,Purchased,No,No
51,Female,White,Separated,College,Employed full-time,$100k-150k,30,Yes,No,Yes,Other sources,No,Yes
51,Female,White,Married,Some college,Employed full-time,$40k-50k,30,Yes,No,Yes,Purchased,No,No
51,Male,White,Married,College,Employed part-time,$100k-150k,30,Yes,Yes,No,Borrowed from library,Yes,Yes
50,Female,White,Never been married,College,Employed full-time,$40k-50k,30,Yes,No,No,Borrowed from library,Yes,No
50,Male,White,Never been married,Post-graduate,Unemployed,$100k-150k,30,Yes,Yes,Yes,Purchased,No,No
50,Male,White,Married,College,Employed full-time,$20k-30k,30,Yes,No,No,Purchased,No,Yes
50,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,30,Yes,No,Yes,Borrowed from library,Yes,Yes
49,Male,White,Never been married,Trade school,Employed part-time,$10k-20k,30,Yes,No,Yes,Purchased,No,Yes
49,Male,White,Widowed,Some college,Employed full-time,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
46,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,No
44,Female,White,Married,High school,Self-employed,$75k-100k,30,Yes,Yes,Yes,Purchased,Yes,No
44,Male,White,Married,Some college,Employed full-time,$100k-150k,30,Yes,No,No,Purchased,Yes,Yes
42,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,30,Yes,No,No,Purchased,Yes,No
42,Female,White,Divorced,Post-graduate,Employed full-time,$75k-100k,30,Yes,No,No,Other sources,Yes,No
41,Male,White,Divorced,Some college,Employed full-time,$40k-50k,30,Yes,No,No,Borrowed from others,No,No
40,Male,White,Divorced,Some college,Retired,$20k-30k,30,Yes,No,Yes,Other sources,Yes,No
39,Female,White,Divorced,College,Unemployed,$100k-150k,30,Yes,No,No,Borrowed from library,Yes,No
39,Female,White,Never been married,College,Unemployed,$30k-40k,30,Yes,No,Yes,Purchased,Yes,Yes
36,Female,White,Married,College,Employed part-time,$50k-75k,30,Yes,No,Yes,Borrowed from others,Yes,Yes
34,Male,White,Married,College,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
33,Male,White,Living with a partner,Some college,Employed full-time,$20k-30k,30,Yes,No,No,Purchased,No,No
33,Male,White,Never been married,Some college,Employed part-time,$30k-40k,30,Yes,No,No,Other sources,No,Yes
32,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,Yes,Yes,Purchased,Yes,Yes
31,Female,White,Married,High school,Employed part-time,$100k-150k,30,Yes,No,Yes,Borrowed from library,No,No
29,Female,White,Married,College,Unemployed,$20k-30k,30,Yes,No,Yes,Purchased,No,No
29,Male,White,Never been married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
29,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Purchased,Yes,Yes
28,Male,White,Never been married,Some college,Unemployed,$10k-20k,30,Yes,No,No,Purchased,Yes,No
27,Male,White,Married,College,Employed full-time,$20k-30k,30,Yes,No,No,Purchased,No,Yes
23,Female,White,Never been married,High school,Employed full-time,$75k-100k,30,Yes,Yes,Yes,Purchased,Yes,No
23,Female,White,Never been married,Some college,Unemployed,$75k-100k,30,Yes,No,Yes,Purchased,Yes,No
22,Female,White,Never been married,Post-graduate,Employed full-time,$100k-150k,30,Yes,No,Yes,Borrowed from library,Yes,Yes
22,Male,White,Never been married,Some college,Unemployed,$75k-100k,30,Yes,No,Yes,Purchased,No,No
22,Male,White,Never been married,Some college,Employed part-time,$100k-150k,30,Yes,No,Yes,Purchased,No,No
22,Female,White,Married,High school,Employed full-time,$30k-40k,30,No,No,No,Borrowed from others,Yes,Yes
21,Male,White,Never been married,Some college,Employed part-time,$50k-75k,30,Yes,No,No,Purchased,No,Yes
20,Male,White,Never been married,Some college,Employed part-time,$40k-50k,30,Yes,No,No,Borrowed from library,No,No
20,Female,White,Married,Some college,Employed part-time,$20k-30k,30,Yes,No,No,Borrowed from others,No,No
